SRC_Station_Name,SRC_STATION_ID,DEST_STATION_NAME,DEST_STATION_ID,OCT_ADT_FARE,OCT_STD_FARE,SINGLE_ADT_FARE,OCT_CON_CHILD_FARE,OCT_CON_ELDERLY_FARE,OCT_CON_PWD_FARE,SINGLE_CON_CHILD_FARE,SINGLE_CON_ELDERLY_FARE
Lai Chi Kok,19,Tai Wo,73,12.1,6.1,13.5,6.1,2,2,6.5,6.5
Lai Chi Kok,19,Fanling,74,12.9,6.7,14.5,6.7,2,2,7,7
Lai Chi Kok,19,Sheung Shui,75,12.9,6.7,14.5,6.7,2,2,7,7
Lai Chi Kok,19,Lo Wu,76,43.2,41,45.5,21.9,21.9,21.9,23.5,23.5
Lai Chi Kok,19,Lok Ma Chau,78,43.2,41,45.5,21.9,21.9,21.9,23.5,23.5
Lai Chi Kok,19,East Tsim Sha Tsui,80,8.5,3.7,10,3.7,2,2,4,4
Lai Chi Kok,19,Sai Ying Pun,81,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,HKU,82,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,Kennedy Town,83,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,Ho Man Tin,84,7,3.5,7.5,3.5,2,2,4,4
Lai Chi Kok,19,Whampoa,85,8.5,3.7,10,3.7,2,2,4,4
Lai Chi Kok,19,Ocean Park,86,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,Wong Chuk Hang,87,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,Lei Tung,88,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,South Horizons,89,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,Hin Keng,90,9.1,4.4,11,4.4,2,2,4.5,4.5
Lai Chi Kok,19,Kai Tak,91,8.5,3.7,10,3.7,2,2,4,4
Lai Chi Kok,19,Sung Wong Toi,92,8.5,3.7,10,3.7,2,2,4,4
Lai Chi Kok,19,To Kwa Wan,93,8.5,3.7,10,3.7,2,2,4,4
Lai Chi Kok,19,Exhibition Centre,94,14.9,7,15,7,2,2,7.5,7.5
Lai Chi Kok,19,Che Kung Temple,96,9.3,4.7,11,4.7,2,2,5,5
Lai Chi Kok,19,Sha Tin Wai,97,9.3,4.7,11,4.7,2,2,5,5
Lai Chi Kok,19,City One,98,9.3,4.7,11,4.7,2,2,5,5
Lai Chi Kok,19,Shek Mun,99,9.3,4.7,11,4.7,2,2,5,5
Lai Chi Kok,19,Tai Shui Hang,100,11.3,5.7,13,5.7,2,2,6,6
Lai Chi Kok,19,Heng On,101,11.3,5.7,13,5.7,2,2,6,6
Lai Chi Kok,19,Ma On Shan,102,11.3,5.7,13,5.7,2,2,6,6
Lai Chi Kok,19,Wu Kai Sha,103,11.3,5.7,13,5.7,2,2,6,6
Lai Chi Kok,19,Austin,111,7,3.5,7.5,3.5,2,2,4,4
Lai Chi Kok,19,Tsuen Wan West,114,7.1,4.1,7.5,4.1,2,2,4.5,4.5
Lai Chi Kok,19,Kam Sheung Road,115,16.6,8.9,17.5,8.9,2,2,10,10
Lai Chi Kok,19,Yuen Long,116,17.9,9.5,18.5,9.5,2,2,11,11
Lai Chi Kok,19,Long Ping,117,17.9,9.5,18.5,9.5,2,2,11,11
Lai Chi Kok,19,Tin Shui Wai,118,17.9,9.5,18.5,9.5,2,2,11,11
Lai Chi Kok,19,Siu Hong,119,17.9,9.5,18.5,9.5,2,2,11,11
Lai Chi Kok,19,Tuen Mun,120,17.9,9.5,18.5,9.5,2,2,11,11
Mei Foo,20,Central,1,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Admiralty,2,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Tsim Sha Tsui,3,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Jordan,4,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Yau Ma Tei,5,7,3.5,7.5,3.5,2,2,4,4
Mei Foo,20,Mong Kok,6,7,3.5,7.5,3.5,2,2,4,4
Mei Foo,20,Shek Kip Mei,7,5.6,3,6,3,2,2,3.5,3.5
Mei Foo,20,Kowloon Tong,8,7,3.5,7.5,3.5,2,2,4,4
Mei Foo,20,Lok Fu,9,7,3.5,7.5,3.5,2,2,4,4
Mei Foo,20,Wong Tai Sin,10,8.7,4.2,10,4.2,2,2,4.5,4.5
Mei Foo,20,Diamond Hill,11,8.7,4.2,10,4.2,2,2,4.5,4.5
Mei Foo,20,Choi Hung,12,8.7,4.2,10,4.2,2,2,4.5,4.5
Mei Foo,20,Kowloon Bay,13,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Ngau Tau Kok,14,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Kwun Tong,15,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Prince Edward,16,5.6,3,6,3,2,2,3.5,3.5
Mei Foo,20,Sham Shui Po,17,5.6,3,6,3,2,2,3.5,3.5
Mei Foo,20,Cheung Sha Wan,18,4.7,3,5,3,2,2,3.5,3.5
Mei Foo,20,Lai Chi Kok,19,4.7,3,5,3,2,2,3.5,3.5
Mei Foo,20,Mei Foo,20,0,0,0,0,0,0,0,0
Mei Foo,20,Lai King,21,4.7,3,5,3,2,2,3.5,3.5
Mei Foo,20,Kwai Fong,22,4.7,3,5,3,2,2,3.5,3.5
Mei Foo,20,Kwai Hing,23,5.6,3,6,3,2,2,3.5,3.5
Mei Foo,20,Tai Wo Hau,24,5.6,3,6,3,2,2,3.5,3.5
Mei Foo,20,Tsuen Wan,25,7,3.5,7.5,3.5,2,2,4,4
Mei Foo,20,Sheung Wan,26,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Wan Chai,27,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Causeway Bay,28,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Tin Hau,29,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Fortress Hill,30,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,North Point,31,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Quarry Bay,32,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Tai Koo,33,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Sai Wan Ho,34,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Shau Kei Wan,35,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Heng Fa Chuen,36,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Chai Wan,37,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Lam Tin,38,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Hong Kong,39,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Kowloon,40,8.7,4.2,10,4.2,2,2,4.5,4.5
Mei Foo,20,Olympic,41,7,3.5,7.5,3.5,2,2,4,4
Mei Foo,20,Tsing Yi,42,5.6,3,6,3,2,2,3.5,3.5
Mei Foo,20,Tung Chung,43,15,7.3,16,7.3,2,2,7.5,7.5
Mei Foo,20,Yau Tong,48,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Tiu Keng Leng,49,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Tseung Kwan O,50,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Hang Hau,51,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Po Lam,52,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Nam Cheong,53,5.6,2.6,6,2.6,2,2,3,3
Mei Foo,20,Sunny Bay,54,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Mei Foo,20,Disneyland Resort,55,17.7,8.9,20,8.9,2,2,10,10
Mei Foo,20,LOHAS Park,57,10.5,4.7,12,4.7,2,2,5,5
Mei Foo,20,Hung Hom,64,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Mong Kok East,65,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Tai Wai,67,10.5,5.1,12,5.1,2,2,5.5,5.5
Mei Foo,20,Sha Tin,68,10.5,5.1,12,5.1,2,2,5.5,5.5
Mei Foo,20,Fo Tan,69,11.1,5.6,12.5,5.6,2,2,6,6
Mei Foo,20,Racecourse,70,18.5,9.4,20.5,9.4,2,2,11,11
Mei Foo,20,University,71,11.7,5.8,13,5.8,2,2,6,6
Mei Foo,20,Tai Po Market,72,12.7,6.5,14.5,6.5,2,2,7,7
Mei Foo,20,Tai Wo,73,12.7,6.5,14.5,6.5,2,2,7,7
Mei Foo,20,Fanling,74,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Mei Foo,20,Sheung Shui,75,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Mei Foo,20,Lo Wu,76,44.4,41.6,47,22.5,22.5,22.5,23.5,23.5
Mei Foo,20,Lok Ma Chau,78,44.4,41.6,47,22.5,22.5,22.5,23.5,23.5
Mei Foo,20,East Tsim Sha Tsui,80,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Sai Ying Pun,81,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,HKU,82,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Kennedy Town,83,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Ho Man Tin,84,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Whampoa,85,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Ocean Park,86,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Wong Chuk Hang,87,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Lei Tung,88,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,South Horizons,89,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Hin Keng,90,10.5,5.1,12,5.1,2,2,5.5,5.5
Mei Foo,20,Kai Tak,91,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Sung Wong Toi,92,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,To Kwa Wan,93,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Exhibition Centre,94,14.9,7,15,7,2,2,7.5,7.5
Mei Foo,20,Che Kung Temple,96,10.6,5.3,12,5.3,2,2,5.5,5.5
Mei Foo,20,Sha Tin Wai,97,10.6,5.3,12,5.3,2,2,5.5,5.5
Mei Foo,20,City One,98,10.6,5.3,12,5.3,2,2,5.5,5.5
Mei Foo,20,Shek Mun,99,10.6,5.3,12,5.3,2,2,5.5,5.5
Mei Foo,20,Tai Shui Hang,100,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Mei Foo,20,Heng On,101,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Mei Foo,20,Ma On Shan,102,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Mei Foo,20,Wu Kai Sha,103,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Mei Foo,20,Austin,111,8.5,3.7,10,3.7,2,2,4,4
Mei Foo,20,Tsuen Wan West,114,6.8,3.3,7,3.3,2,2,3.5,3.5
Mei Foo,20,Kam Sheung Road,115,14.9,7.2,15,7.2,2,2,7.5,7.5
Mei Foo,20,Yuen Long,116,15.9,8,16,8,2,2,9,9
Mei Foo,20,Long Ping,117,15.9,8,16,8,2,2,9,9
Mei Foo,20,Tin Shui Wai,118,15.9,8,16,8,2,2,9,9
Mei Foo,20,Siu Hong,119,15.9,8,16,8,2,2,9,9
Mei Foo,20,Tuen Mun,120,15.9,8,16,8,2,2,9,9
Lai King,21,Central,1,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Admiralty,2,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Tsim Sha Tsui,3,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Jordan,4,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Yau Ma Tei,5,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Mong Kok,6,7,3.5,7.5,3.5,2,2,4,4
Lai King,21,Shek Kip Mei,7,7,3.5,7.5,3.5,2,2,4,4
Lai King,21,Kowloon Tong,8,7,3.5,7.5,3.5,2,2,4,4
Lai King,21,Lok Fu,9,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Wong Tai Sin,10,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Diamond Hill,11,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Choi Hung,12,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Kowloon Bay,13,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Ngau Tau Kok,14,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Kwun Tong,15,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Prince Edward,16,7,3.5,7.5,3.5,2,2,4,4
Lai King,21,Sham Shui Po,17,5.6,3,6,3,2,2,3.5,3.5
Lai King,21,Cheung Sha Wan,18,5.6,3,6,3,2,2,3.5,3.5
Lai King,21,Lai Chi Kok,19,4.7,3,5,3,2,2,3.5,3.5
Lai King,21,Mei Foo,20,4.7,3,5,3,2,2,3.5,3.5
Lai King,21,Lai King,21,0,0,0,0,0,0,0,0
Lai King,21,Kwai Fong,22,4.7,3,5,3,2,2,3.5,3.5
Lai King,21,Kwai Hing,23,4.7,3,5,3,2,2,3.5,3.5
Lai King,21,Tai Wo Hau,24,5.6,3,6,3,2,2,3.5,3.5
Lai King,21,Tsuen Wan,25,5.6,3,6,3,2,2,3.5,3.5
Lai King,21,Sheung Wan,26,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Wan Chai,27,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Causeway Bay,28,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Tin Hau,29,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Fortress Hill,30,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,North Point,31,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Quarry Bay,32,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Tai Koo,33,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Sai Wan Ho,34,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Shau Kei Wan,35,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Heng Fa Chuen,36,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Chai Wan,37,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Lam Tin,38,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Hong Kong,39,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Kowloon,40,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Olympic,41,7,3.5,7.5,3.5,2,2,4,4
Lai King,21,Tsing Yi,42,4.7,3,5,3,2,2,3.5,3.5
Lai King,21,Tung Chung,43,15,7.3,16,7.3,2,2,7.5,7.5
Lai King,21,Yau Tong,48,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Tiu Keng Leng,49,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Tseung Kwan O,50,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Hang Hau,51,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Po Lam,52,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Nam Cheong,53,5.6,3,6,3,2,2,3.5,3.5
Lai King,21,Sunny Bay,54,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Disneyland Resort,55,17.7,8.9,20,8.9,2,2,10,10
Lai King,21,LOHAS Park,57,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Hung Hom,64,8,3.7,9.5,3.7,2,2,4,4
Lai King,21,Mong Kok East,65,8,3.7,9.5,3.7,2,2,4,4
Lai King,21,Tai Wai,67,10.5,5.1,12,5.1,2,2,5.5,5.5
Lai King,21,Sha Tin,68,10.5,5.1,12,5.1,2,2,5.5,5.5
Lai King,21,Fo Tan,69,11.1,5.6,12.5,5.6,2,2,6,6
Lai King,21,Racecourse,70,18.5,9.4,20.5,9.4,2,2,11,11
Lai King,21,University,71,11.7,5.8,13,5.8,2,2,6,6
Lai King,21,Tai Po Market,72,12.7,6.5,14.5,6.5,2,2,7,7
Lai King,21,Tai Wo,73,12.7,6.5,14.5,6.5,2,2,7,7
Lai King,21,Fanling,74,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Lai King,21,Sheung Shui,75,14.3,7.2,15.5,7.2,2,2,7.5,7.5
Lai King,21,Lo Wu,76,44.4,41.6,47,22.5,22.5,22.5,23.5,23.5
Lai King,21,Lok Ma Chau,78,44.4,41.6,47,22.5,22.5,22.5,23.5,23.5
Lai King,21,East Tsim Sha Tsui,80,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Sai Ying Pun,81,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,HKU,82,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Kennedy Town,83,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Ho Man Tin,84,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Whampoa,85,10.5,4.7,12,4.7,2,2,5,5
Lai King,21,Ocean Park,86,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Wong Chuk Hang,87,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Lei Tung,88,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,South Horizons,89,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Hin Keng,90,10.5,5.1,12,5.1,2,2,5.5,5.5
Lai King,21,Kai Tak,91,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Sung Wong Toi,92,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,To Kwa Wan,93,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Exhibition Centre,94,14.9,7,15,7,2,2,7.5,7.5
Lai King,21,Che Kung Temple,96,10.6,5.3,12,5.3,2,2,5.5,5.5
Lai King,21,Sha Tin Wai,97,10.6,5.3,12,5.3,2,2,5.5,5.5
Lai King,21,City One,98,10.6,5.3,12,5.3,2,2,5.5,5.5
Lai King,21,Shek Mun,99,10.6,5.3,12,5.3,2,2,5.5,5.5
Lai King,21,Tai Shui Hang,100,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Heng On,101,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Ma On Shan,102,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Wu Kai Sha,103,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Lai King,21,Austin,111,8.7,4.2,10,4.2,2,2,4.5,4.5
Lai King,21,Tsuen Wan West,114,5.6,3.5,6,3.5,2,2,4,4
Lai King,21,Kam Sheung Road,115,16.6,8.9,17.5,8.9,2,2,10,10
Lai King,21,Yuen Long,116,17.9,9.5,18.5,9.5,2,2,11,11
Lai King,21,Long Ping,117,17.9,9.5,18.5,9.5,2,2,11,11
Lai King,21,Tin Shui Wai,118,17.9,9.5,18.5,9.5,2,2,11,11
Lai King,21,Siu Hong,119,17.9,9.5,18.5,9.5,2,2,11,11
Lai King,21,Tuen Mun,120,17.9,9.5,18.5,9.5,2,2,11,11
Kwai Fong,22,Central,1,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Admiralty,2,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Tsim Sha Tsui,3,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Jordan,4,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Yau Ma Tei,5,8.7,4.2,10,4.2,2,2,4.5,4.5
Kwai Fong,22,Mong Kok,6,8.7,4.2,10,4.2,2,2,4.5,4.5
Kwai Fong,22,Shek Kip Mei,7,7,3.5,7.5,3.5,2,2,4,4
Kwai Fong,22,Kowloon Tong,8,8.7,4.2,10,4.2,2,2,4.5,4.5
Kwai Fong,22,Lok Fu,9,8.7,4.2,10,4.2,2,2,4.5,4.5
Kwai Fong,22,Wong Tai Sin,10,8.7,4.2,10,4.2,2,2,4.5,4.5
Kwai Fong,22,Diamond Hill,11,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Choi Hung,12,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Kowloon Bay,13,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Ngau Tau Kok,14,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Kwun Tong,15,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Prince Edward,16,7,3.5,7.5,3.5,2,2,4,4
Kwai Fong,22,Sham Shui Po,17,7,3.5,7.5,3.5,2,2,4,4
Kwai Fong,22,Cheung Sha Wan,18,5.6,3,6,3,2,2,3.5,3.5
Kwai Fong,22,Lai Chi Kok,19,5.6,3,6,3,2,2,3.5,3.5
Kwai Fong,22,Mei Foo,20,4.7,3,5,3,2,2,3.5,3.5
Kwai Fong,22,Lai King,21,4.7,3,5,3,2,2,3.5,3.5
Kwai Fong,22,Kwai Fong,22,0,0,0,0,0,0,0,0
Kwai Fong,22,Kwai Hing,23,4.7,3,5,3,2,2,3.5,3.5
Kwai Fong,22,Tai Wo Hau,24,4.7,3,5,3,2,2,3.5,3.5
Kwai Fong,22,Tsuen Wan,25,5.6,3,6,3,2,2,3.5,3.5
Kwai Fong,22,Sheung Wan,26,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Wan Chai,27,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Causeway Bay,28,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Tin Hau,29,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Fortress Hill,30,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,North Point,31,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Quarry Bay,32,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Tai Koo,33,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Sai Wan Ho,34,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Shau Kei Wan,35,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Heng Fa Chuen,36,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Chai Wan,37,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Lam Tin,38,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Hong Kong,39,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Kowloon,40,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Olympic,41,8.7,4.2,10,4.2,2,2,4.5,4.5
Kwai Fong,22,Tsing Yi,42,4.7,3,5,3,2,2,3.5,3.5
Kwai Fong,22,Tung Chung,43,15,7.3,16,7.3,2,2,7.5,7.5
Kwai Fong,22,Yau Tong,48,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Tiu Keng Leng,49,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Tseung Kwan O,50,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Hang Hau,51,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Kwai Fong,22,Po Lam,52,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Kwai Fong,22,Nam Cheong,53,7,3.5,7.5,3.5,2,2,4,4
Kwai Fong,22,Sunny Bay,54,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Kwai Fong,22,Disneyland Resort,55,17.7,8.9,20,8.9,2,2,10,10
Kwai Fong,22,LOHAS Park,57,12.5,6.2,14.5,6.2,2,2,6.5,6.5
Kwai Fong,22,Hung Hom,64,9.5,4.4,11.5,4.4,2,2,4.5,4.5
Kwai Fong,22,Mong Kok East,65,9.5,4.4,11.5,4.4,2,2,4.5,4.5
Kwai Fong,22,Tai Wai,67,11.6,5.6,13,5.6,2,2,6,6
Kwai Fong,22,Sha Tin,68,11.6,5.6,13,5.6,2,2,6,6
Kwai Fong,22,Fo Tan,69,11.9,5.9,14.5,5.9,2,2,6,6
Kwai Fong,22,Racecourse,70,20.7,10.5,24,10.5,2,2,12.5,12.5
Kwai Fong,22,University,71,12.6,6.2,14.5,6.2,2,2,6.5,6.5
Kwai Fong,22,Tai Po Market,72,14.3,7.1,16,7.1,2,2,7.5,7.5
Kwai Fong,22,Tai Wo,73,14.3,7.1,16,7.1,2,2,7.5,7.5
Kwai Fong,22,Fanling,74,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Kwai Fong,22,Sheung Shui,75,16.5,8.2,18.5,8.2,2,2,9.5,9.5
Kwai Fong,22,Lo Wu,76,45.9,42.2,49.5,23.2,23.2,23.2,25,25
Kwai Fong,22,Lok Ma Chau,78,45.9,42.2,49.5,23.2,23.2,23.2,25,25
Kwai Fong,22,East Tsim Sha Tsui,80,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Sai Ying Pun,81,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,HKU,82,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Kennedy Town,83,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Ho Man Tin,84,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Whampoa,85,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Ocean Park,86,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Wong Chuk Hang,87,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Lei Tung,88,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,South Horizons,89,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Hin Keng,90,11.6,5.6,13,5.6,2,2,6,6
Kwai Fong,22,Kai Tak,91,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Sung Wong Toi,92,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,To Kwa Wan,93,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Exhibition Centre,94,14.9,7,15,7,2,2,7.5,7.5
Kwai Fong,22,Che Kung Temple,96,11.6,5.7,14,5.7,2,2,6,6
Kwai Fong,22,Sha Tin Wai,97,11.6,5.7,14,5.7,2,2,6,6
Kwai Fong,22,City One,98,11.6,5.7,14,5.7,2,2,6,6
Kwai Fong,22,Shek Mun,99,11.6,5.7,14,5.7,2,2,6,6
Kwai Fong,22,Tai Shui Hang,100,15,7.2,16,7.2,2,2,7.5,7.5
Kwai Fong,22,Heng On,101,15,7.2,16,7.2,2,2,7.5,7.5
Kwai Fong,22,Ma On Shan,102,15,7.2,16,7.2,2,2,7.5,7.5
Kwai Fong,22,Wu Kai Sha,103,15,7.2,16,7.2,2,2,7.5,7.5
Kwai Fong,22,Austin,111,10.5,4.7,12,4.7,2,2,5,5
Kwai Fong,22,Tsuen Wan West,114,5.6,3.5,6,3.5,2,2,4,4
Kwai Fong,22,Kam Sheung Road,115,16.6,8.9,17.5,8.9,2,2,10,10
Kwai Fong,22,Yuen Long,116,17.9,9.5,18.5,9.5,2,2,11,11
Kwai Fong,22,Long Ping,117,17.9,9.5,18.5,9.5,2,2,11,11
Kwai Fong,22,Tin Shui Wai,118,17.9,9.5,18.5,9.5,2,2,11,11
Kwai Fong,22,Siu Hong,119,17.9,9.5,18.5,9.5,2,2,11,11
Kwai Fong,22,Tuen Mun,120,17.9,9.5,18.5,9.5,2,2,11,11
Kwai Hing,23,Central,1,14.9,7,15,7,2,2,7.5,7.5
Kwai Hing,23,Admiralty,2,14.9,7,15,7,2,2,7.5,7.5
Kwai Hing,23,Tsim Sha Tsui,3,10.5,4.7,12,4.7,2,2,5,5
Kwai Hing,23,Jordan,4,10.5,4.7,12,4.7,2,2,5,5
